,size_8_nwalks_1_walklen_70.emd,size_8_nwalks_5_walklen_70.emd,size_8_nwalks_10_walklen_70.emd,size_32_nwalks_10_walklen_70.emd,size_32_nwalks_5_walklen_70.emd,size_32_nwalks_1_walklen_70.emd,size_128_nwalks_1_walklen_70.emd,size_128_nwalks_10_walklen_70.emd,size_128_nwalks_5_walklen_70.emd,size_32_nwalks_1_walklen_40.emd,size_32_nwalks_5_walklen_10.emd,size_32_nwalks_5_walklen_40.emd,size_8_nwalks_1_walklen_10.emd,size_8_nwalks_10_walklen_10.emd,size_8_nwalks_10_walklen_40.emd,size_8_nwalks_1_walklen_40.emd,size_8_nwalks_5_walklen_10.emd,size_8_nwalks_5_walklen_40.emd,size_32_nwalks_1_walklen_10.emd,size_128_nwalks_10_walklen_10.emd,size_32_nwalks_10_walklen_40.emd,size_128_nwalks_10_walklen_40.emd,size_2_nwalks_10_walklen_40.emd,size_128_nwalks_5_walklen_40.emd,size_128_nwalks_5_walklen_10.emd,size_128_nwalks_1_walklen_10.emd,size_32_nwalks_10_walklen_10.emd,size_2_nwalks_1_walklen_70.emd,size_2_nwalks_5_walklen_40.emd,size_2_nwalks_5_walklen_10.emd,size_2_nwalks_1_walklen_10.emd,size_128_nwalks_1_walklen_40.emd,size_2_nwalks_10_walklen_10.emd,size_2_nwalks_1_walklen_40.emd,size_2_nwalks_10_walklen_70.emd,size_2_nwalks_5_walklen_70.emd
size_32_nwalks_5_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_32_nwalks_5_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_8_nwalks_1_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_8_nwalks_10_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_8_nwalks_10_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_8_nwalks_1_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_8_nwalks_5_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_8_nwalks_5_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_32_nwalks_1_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_128_nwalks_10_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_32_nwalks_10_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_128_nwalks_10_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_2_nwalks_10_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_128_nwalks_5_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_128_nwalks_5_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_128_nwalks_1_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_32_nwalks_10_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793690573896,0.343436396138,0.343436396138,0.521706927081,0.343436396138,0.167850656057,0.343436396138,0.367275688407,0.251759476067
size_2_nwalks_1_walklen_70.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904338428508,0.75090586877,0.75090586877,0.75090586877,0.652501015205,0.424991282351,0.17268508963,0.422571628134
size_2_nwalks_5_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853436208126,0.888027864814,0.853436208126,0.343436396138,0.585923252943,0.572372667665,0.460212001797
size_2_nwalks_5_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.75090586877,0.678309741806,0.464157895747,0.44333185017
size_2_nwalks_1_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.797624520972,0.708109759654,0.543696044664,0.44333185017
size_128_nwalks_1_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75090586877,0.678309741806,0.464157895747,0.44333185017
size_2_nwalks_10_walklen_10.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838312836737,0.788555853643,0.692633324232
size_2_nwalks_1_walklen_40.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922060457572,0.873238336173
size_2_nwalks_10_walklen_70.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930811405872
size_2_nwalks_5_walklen_70.emd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
